file_path,transcript
./data/voice/dev_ami_es2011a_h02_fee043_0090170_0091206,OR LIKE YOU H YOU SEE THOSE YOU KNOW PEOPLE I'M THINKING OF LIKE CELEBRITY CRIBS KIND OF THINGS WHEN LIKE THEY HAVE ALL THOSE THESE THINGS THAT AT THEIR HOUSE YOU KNOW THEIR THEIR ENTIRE HOUSE IS SO ELECTRONIC
./data/voice/dev_ami_es2011a_h02_fee043_0091206_0092270,AND THEY HAVE LIKE THIS ONE MASTER CONTROL THAT AND IT'S LIKE A HAND HELD LIKE TURNS ON EVERYTHING SORT OF CONTROL AND IT HAS LIKE A SCREEN AND LIKE SO I THINK IT SHOULD BE POSSIBLE TO HAVE SOME KIND OF A SCREEN
./data/voice/dev_ami_es2011a_h02_fee043_0092270_0092769,I DON'T KNOW IF IT MUST BE IT WOULD PROBABLY MUST BE EX TOO EXPENSIVE THOUGH T LIKE I DUNNO
./data/voice/dev_ami_es2011a_h02_fee043_0092950_0093077,YEAH YEAH
./data/voice/dev_ami_es2011a_h02_fee043_0093077_0093141,YEAH THAT'S TRUE
./data/voice/dev_ami_es2011a_h02_fee043_0093829_0093872,MM
./data/voice/dev_ami_es2011a_h02_fee043_0094070_0094275,WELL I GUESS WE HAVE TO GET TO THAT LATER YEAH
./data/voice/dev_ami_es2011a_h02_fee043_0096098_0096150,FURRY
./data/voice/dev_ami_es2011a_h02_fee043_0097461_0097568,YEAH
./data/voice/dev_ami_es2011a_h02_fee043_0097568_0097582,MM MM
./data/voice/dev_ami_es2011a_h02_fee043_0098693_0098736,YEAH
./data/voice/dev_ami_es2011a_h02_fee043_0103955_0104003,THAT'S ME
./data/voice/dev_ami_es2011a_h02_fee043_0104122_0104311,UH USER INTERFACE DESIGN
./data/voice/dev_ami_es2011a_h02_fee043_0105507_0105720,SO TECHNICAL FUNCTION
./data/voice/dev_ami_es2011a_h02_fee043_0106088_0106379,WHAT IS TECHNICAL FUNCTIONS EXACTL I I DON'T REALLY KNOW WHAT
./data/voice/dev_ami_es2011a_h02_fee043_0106879_0107067,IT DOES BUT IT I JUST DON'T REALLY
./data/voice/dev_ami_es2011a_h02_fee043_0107171_0107232,YEAH
./data/voice/dev_ami_es2011a_h02_fee043_0107486_0107871,WHAT EFFECT SHOULD THE THING HA SHOULD IT HAVE OKAY
./data/voice/dev_ami_es2011a_h02_fee043_0107871_0107964,ALRIGHT
./data/voice/dev_ami_es2011a_h02_fee043_0107964_0108064,AND WORKING DESIGN
./data/voice/dev_ami_es2011a_h02_fee043_0108064_0108096,OKAY
./data/voice/dev_ami_es2011a_h02_fee043_0108304_0108434,YEAH YEAH
./data/voice/dev_ami_es2011a_h02_fee043_0108434_0108553,ALRIGHT
./data/voice/dev_ami_es2011a_h02_fee043_0108553_0108674,AND HOW IT WORKS OKAY
./data/voice/dev_ami_es2011a_h02_fee043_0108674_0108702,RIGHT
./data/voice/dev_ami_es2011a_h02_fee043_0108702_0108829,I'M I'M ON TASK
./data/voice/dev_ami_es2011a_h03_fee044_0006500_0007004,HI I'M CHIARA I'M THE UM MARKETING EXPERT
./data/voice/dev_ami_es2011a_h03_fee044_0007004_0007300,UM WOULD YOU LIKE ME TO TALK ABOUT MY AIMS AT THE MOMENT
./data/voice/dev_ami_es2011a_h03_fee044_0007300_0007778,OR WOULD YOU LIKE ME TO JUST SAY MY NAME AND THEN WE CAN TALK ABOUT BUSINESS LATER
./data/voice/dev_ami_es2011a_h03_fee044_0007893_0008051,WE'LL GET ROUND TO THAT LATER
./data/voice/dev_ami_es2011a_h03_fee044_0008051_0008289,MY NAME IS CHIARA AND I'M THE MARKETING EXPERT
./data/voice/dev_ami_es2011a_h03_fee044_0017205_0017357,I THINK BOTH
./data/voice/dev_ami_es2011a_h03_fee044_0017580_0017681,WHO STARTS
./data/voice/dev_ami_es2011a_h03_fee044_0017681_0018001,WE OUGHT TO DECIDE WHO STARTS AND ALL THAT
./data/voice/dev_ami_es2011a_h03_fee044_0018001_0018079,NO
./data/voice/dev_ami_es2011a_h03_fee044_0018079_0018108,UH-HUH
./data/voice/dev_ami_es2011a_h03_fee044_0039522_0039626,UH YEAH
./data/voice/dev_ami_es2011a_h03_fee044_0039626_0040082,WELL I HAD THE CAT AS WELL BUT UH I'VE GOT A SPARE ONE
./data/voice/dev_ami_es2011a_h03_fee044_0040149_0040374,SO I'LL USE THE SPARE ONE
./data/voice/dev_ami_es2011a_h03_fee044_0040532_0040873,UM BUT IT'S HARDER TO DRAW UM
./data/voice/dev_ami_es2011a_h03_fee044_0040982_0041049,UM
./data/voice/dev_ami_es2011a_h03_fee044_0041409_0041445,UH
./data/voice/dev_ami_es2011a_h03_fee044_0041901_0042467,UM I DON'T REALLY KNOW HOW THE LEGS GO BUT ANYWAY I WILL DO THAT
./data/voice/dev_ami_es2011a_h03_fee044_0042591_0042969,UM AND THE MAIN REASON IS THEY'RE PRETTY
./data/voice/dev_ami_es2011a_h03_fee044_0042969_0043308,I THINK THEY'RE VERY PRETTY AND THEY GO WELL WITH THE ENVIRONMENT
./data/voice/dev_ami_es2011a_h03_fee044_0043308_0043971,AND I LIKE THE WAY THEY RUN AND I USED TO DO HORSE RIDING AND THEY'RE JUST VERY SORT OF STURDY AND NICE ANIMALS
./data/voice/dev_ami_es2011a_h03_fee044_0043971_0044885,AND I LIKE THE WAY UM THEY FEEL SORT OF UNDER UNDER THE HAND I THINK THAT'S PRETTY MUCH IT
./data/voice/dev_ami_es2011a_h03_fee044_0044885_0044937,UM
./data/voice/dev_ami_es2011a_h03_fee044_0056789_0057062,HOW MANY SHOULD WE SELL THEN
./data/voice/dev_ami_es2011a_h03_fee044_0057062_0057760,UM A LOT TWO TWO TWO MILLION TWO MI NO MORE F FOUR MILLION
./data/voice/dev_ami_es2011a_h03_fee044_0057864_0058019,FOUR MILLION
./data/voice/dev_ami_es2011a_h03_fee044_0058019_0058680,AND IT WELL IT'S THE PROFIT SO IF A PROFIT FOR EACH IS TWELVE FIFTY THAT'LL DO FOUR MILLION
./data/voice/dev_ami_es2011a_h03_fee044_0059755_0059921,IT IS A LOT
./data/voice/dev_ami_es2011a_h03_fee044_0059921_0059966,UH
./data/voice/dev_ami_es2011a_h03_fee044_0065415_0066006,UM I THINK ONE THING IS THAT IT SHOULD BE EASY TO FIND BEC YEAH BEC
./data/voice/dev_ami_es2011a_h03_fee044_0066804_0066931,YEAH YEAH YEAH YEAH YEAH
./data/voice/dev_ami_es2011a_h03_fee044_0067461_0067503,YEAH
./data/voice/dev_ami_es2011a_h03_fee044_0067652_0067882,AND EVEN I THINK A LITTLE LIGHT
./data/voice/dev_ami_es2011a_h03_fee044_0067882_0068324,UM OR EVEN A MAYBE A VIB A VIBRATING THING
./data/voice/dev_ami_es2011a_h03_fee044_0068324_0068659,I DUNNO BUT SOMETH BECAUSE IT'S USUALLY UNDER THE SOFA
./data/voice/dev_ami_es2011a_h03_fee044_0068755_0069415,IN WHICH CASE YOU'RE GOING TO BE L BUT IF IT HAS A SORT OF SIGNAL WHICH ISN'T ANY SOUND I DON'T KNOW IF IT'S EXPENSIVE MAYBE TO
./data/voice/dev_ami_es2011a_h03_fee044_0069509_0069645,MAYBE CALL IS ENOUGH
./data/voice/dev_ami_es2011a_h03_fee044_0069645_0069704,BUT YEAH
./data/voice/dev_ami_es2011a_h03_fee044_0070117_0070199,YEAH YEAH YEAH
./data/voice/dev_ami_es2011a_h03_fee044_0070423_0070477,YEAH
./data/voice/dev_ami_es2011a_h03_fee044_0073069_0073177,YEAH YEAH YEAH YEAH
./data/voice/dev_ami_es2011a_h03_fee044_0075196_0075778,BUT EVEN JUST A THING TO ATTACH IT TO THE W YOU KNOW IF YOU HAD A THING A PRETTY OBJECT ATTACHED TO THE WALL
./data/voice/dev_ami_es2011a_h03_fee044_0075778_0076021,BUT THAT WOULD REALLY MAKE IT MORE EXPENSIVE
./data/voice/dev_ami_es2011a_h03_fee044_0076021_0076542,BUT IT'S ONLY A PLASTIC THING R REALLY THE THING ON THE WALL
./data/voice/dev_ami_es2011a_h03_fee044_0076542_0076652,SOMETHING LIKE THAT
./data/voice/dev_ami_es2011a_h03_fee044_0076652_0076752,AND THE OTHER THING IS
./data/voice/dev_ami_es2011a_h03_fee044_0077152_0077388,NOT WELL IT NEEDS TO BE SORT OF
./data/voice/dev_ami_es2011a_h03_fee044_0077506_0077603,YEAH
./data/voice/dev_ami_es2011a_h03_fee044_0077603_0077724,I DON'T THINK YOU NEED A
./data/voice/dev_ami_es2011a_h03_fee044_0077948_0078166,BUT DEFINITELY NOT WELL I DON'T KNOW
./data/voice/dev_ami_es2011a_h03_fee044_0078493_0078633,NO IT CAN'T BE UH UH
./data/voice/dev_ami_es2011a_h03_fee044_0078977_0079211,LIKE SPACESHIP
./data/voice/dev_ami_es2011a_h03_fee044_0079211_0079288,RIGHT
./data/voice/dev_ami_es2011a_h03_fee044_0079288_0079367,UM
./data/voice/dev_ami_es2011a_h03_fee044_0081301_0081345,OH DEAR
./data/voice/dev_ami_es2011a_h03_fee044_0082378_0082461,YEAH YEAH YEAH
./data/voice/dev_ami_es2011a_h03_fee044_0084258_0084323,YEAH
./data/voice/dev_ami_es2011a_h03_fee044_0085547_0085690,SELECT
./data/voice/dev_ami_es2011a_h03_fee044_0085690_0085715,UH
./data/voice/dev_ami_es2011a_h03_fee044_0086276_0086685,BUT WOULD YOU HAVE THE SCREEN ON THE THING OR WOULD YOU HAVE IT ON THE TELLY TRANSMITTING THE SCREEN
./data/voice/dev_ami_es2011a_h03_fee044_0086888_0086957,BECAUSE
./data/voice/dev_ami_es2011a_h03_fee044_0087140_0087967,BECAUSE I DON'T KNOW IF IT'S I THINK IT'S E EXPENSIVE IF YOU HAVE IF YOU USE THE TELLY SCREEN 'CAUSE THE TELLY'S ALREADY A SCREEN
./data/voice/dev_ami_es2011a_h03_fee044_0087967_0088303,THEN YOU CAN PRO SORT OF HAVE A PROGRAMMING FUNCTION
./data/voice/dev_ami_es2011a_h03_fee044_0088303_0088814,REALLY EASY SORT OF ARROW UP AND DOWN ON THE REMOTE AND THEN USE THE TELLY AS A SCREEN
./data/voice/dev_ami_es2011a_h03_fee044_0088991_0089089,BUT UM
./data/voice/dev_ami_es2011a_h03_fee044_0089312_0089409,BUT YEAH FOR SURE
./data/voice/dev_ami_es2011a_h03_fee044_0089409_0089861,SOMETHING LIKE NOT IT'S NOT ON THE BUTTON BUT IT'S TELLING YOU WHAT TO DO IS THAT WHAT YOU MEAN
./data/voice/dev_ami_es2011a_h03_fee044_0090039_0090084,RIGHT
./data/voice/dev_ami_es2011a_h03_fee044_0090084_0090130,MM
./data/voice/dev_ami_es2011a_h03_fee044_0092313_0092339,YEAH
./data/voice/dev_ami_es2011a_h03_fee044_0092784_0093052,BUT LIKE MOBILE PHONES HAVE SCREENS AND THEY'RE CHEAP
./data/voice/dev_ami_es2011a_h03_fee044_0093517_0093549,YEAH
./data/voice/dev_ami_es2011a_h03_fee044_0094527_0095156,OR SOME IT I WE CAN FIND OUT PROBABLY ON THE INTERNET HOW MUCH IT'S
./data/voice/dev_ami_es2011a_h03_fee044_0095289_0095393,UM
./data/voice/dev_ami_es2011a_h03_fee044_0095393_0095868,YEAH AND THE OTHER THING YOU SAID THAT THING ABOUT ROBUST AND WATER UM
./data/voice/dev_ami_es2011a_h03_fee044_0096021_0096128,WHAT WAS THE WORD
./data/voice/dev_ami_es2011a_h03_fee044_0096128_0096251,WATER RESISTANT
./data/voice/dev_ami_es2011a_h03_fee044_0096379_0096704,NO BUT IT'S I THOUGHT AH SPOT ON
./data/voice/dev_ami_es2011a_h03_fee044_0096704_0097436,GOOD FEEL TACT TACTILE GOOD TACTILE FEEL MAYBE SOMETHING DIDN DOESN'T MAKE YOUR HANDS SWEAT LOT
./data/voice/dev_ami_es2011a_h03_fee044_0097578_0097680,THAT'S QUITE ANNOYING
./data/voice/dev_ami_es2011a_h03_fee044_0098920_0099005,YEAH CLIP
./data/voice/dev_ami_es2011a_h03_fee044_0099169_0099260,OOH
./data/voice/dev_ami_es2011a_h03_fee044_0099367_0099422,UM
./data/voice/dev_ami_es2011a_h03_fee044_0106715_0106932,IT SAYS ON THAT EMAIL BUT IT
./data/voice/dev_ami_es2011a_h03_fee044_0107086_0107241,IT SAID UM
./data/voice/dev_ami_es2011a_h03_fee044_0107426_0107525,IT SAID
./data/voice/dev_ami_es2011a_h03_fee044_0107911_0107993,YEAH LIKE
./data/voice/dev_ami_es2011a_h03_fee044_0108093_0108428,BE A MEDIUM BETWEEN YOU AND THE TELLY I THINK THAT'S UH
./data/voice/dev_ami_es2011a_h03_fee044_0109283_0109356,MARKETING
./data/voice/dev_ami_es2011a_h03_fee044_0109356_0109616,OH IT'S WRITTEN HERE BUT UM
./data/voice/dev_ami_es2011a_h03_fee044_0110295_0110332,OKAY
